customer_id,birthdate,gender,city,country,age,age_cateogry,segment
CUST14691,8/29/1999,Male,London,United Kingdom,25,18-25,Value Seekers
CUST14692,9/3/1997,Male,Cologne,Germany,27,26-35,Newbies
CUST14694,11/25/1974,Female,Amsterdam,Netherlands,50,46-55,Value Seekers
CUST14695,7/16/1974,Female,Ankara,Turkey,50,46-55,Newbies
CUST14696,10/4/2003,Male,Berlin,Germany,21,18-25,Medium Spenders
CUST14698,2/24/1991,Female,London,United Kingdom,34,26-35,High Spenders
CUST14699,2/12/1982,Female,Paris,France,43,36-45,Value Seekers
CUST14700,8/7/1993,Male,Milan,Italy,31,26-35,Value Seekers
CUST14701,4/9/1998,Female,Manchester,United Kingdom,27,26-35,Occasional Shoppers
CUST14702,2/9/2005,Female,Berlin,Germany,20,18-25,Newbies
CUST14703,3/30/2002,Male,Naples,Italy,23,18-25,Promising
CUST14704,10/1/1982,Female,Seville,Spain,42,36-45,Promising
CUST14705,6/16/1985,Female,Rome,Italy,39,36-45,Newbies
CUST14707,12/1/1961,Female,Zurich,Switzerland,63,56-65,Loyal
CUST14708,12/21/1985,Female,Birmingham,United Kingdom,39,36-45,Loyal
CUST14709,2/6/1980,Male,London,United Kingdom,45,36-45,High Spenders
CUST14710,9/10/1967,Female,Marseille,France,57,56-65,High Spenders
CUST14711,6/21/1988,Female,Stockholm,Sweden,36,36-45,Value Seekers
CUST14712,3/20/1996,Male,Krakow,Poland,29,26-35,Value Seekers
CUST14713,2/15/2005,Female,Istanbul,Turkey,20,18-25,Loyal
CUST14714,4/23/1995,Male,Lisbon,Portugal,30,26-35,Medium Spenders
CUST14715,5/19/2002,Female,Barcelona,Spain,23,18-25,Promising
CUST14716,2/11/2007,Female,Helsinki,Finland,18,18-25,Promising
CUST14717,1/19/1992,Male,Rome,Italy,33,26-35,High Spenders
CUST14718,4/9/2000,Male,Manchester,United Kingdom,25,18-25,Value Seekers
CUST14719,3/21/1990,Female,Paris,France,35,26-35,Value Seekers
CUST14720,9/23/1999,Female,Lisbon,Portugal,25,18-25,High Spenders
CUST14721,8/4/1996,Other,Warsaw,Poland,28,26-35,High Spenders
CUST14722,9/28/1995,Female,Oslo,Norway,29,26-35,Promising
CUST14724,7/24/1973,Female,Ankara,Turkey,51,46-55,Loyal
CUST14725,3/6/1985,Male,Paris,France,40,36-45,Champions
CUST14726,4/14/1989,Male,Stockholm,Sweden,36,36-45,High Spenders
CUST14727,4/17/1993,Male,Marseille,France,32,26-35,One-Time High Spenders
CUST14728,6/29/1998,Female,Amsterdam,Netherlands,26,26-35,Value Seekers
CUST14729,1/26/1982,Female,Rome,Italy,43,36-45,High Spenders
CUST14731,4/30/1979,Male,Oslo,Norway,46,46-55,High Spenders
CUST14732,3/13/1961,Male,Izmir,Turkey,64,56-65,Value Seekers
CUST14733,8/16/1979,Female,Oslo,Norway,45,36-45,Value Seekers
CUST14734,9/16/1999,Female,Amsterdam,Netherlands,25,18-25,Occasional Shoppers
CUST14735,11/17/1985,Female,Athens,Greece,39,36-45,Value Seekers
CUST14736,3/19/1976,Female,Amsterdam,Netherlands,49,46-55,Promising
CUST14738,11/4/1997,Female,Paris,France,27,26-35,Value Seekers
CUST14739,4/13/1988,Male,London,United Kingdom,37,36-45,Loyal
CUST14740,7/27/1974,Male,Cologne,Germany,50,46-55,One-Time High Spenders
CUST14741,8/22/1964,Male,Seville,Spain,60,56-65,Value Seekers
CUST14742,12/9/1998,Male,Amsterdam,Netherlands,26,26-35,Champions
CUST14743,1/9/2004,Male,Paris,France,21,18-25,Medium Spenders
CUST14744,11/19/1991,Female,Istanbul,Turkey,33,26-35,Newbies
CUST14745,3/28/1974,Male,Paris,France,51,46-55,Newbies
CUST14746,7/27/1959,Male,Rotterdam,Netherlands,65,56-65,High Spenders
CUST14748,1/21/1995,Female,Lisbon,Portugal,30,26-35,Loyal
CUST14750,9/27/1960,Other,Vienna,Austria,64,56-65,High Spenders
CUST14751,10/23/2004,Female,London,United Kingdom,20,18-25,Medium Spenders
CUST14752,11/7/1979,Female,Birmingham,United Kingdom,45,36-45,Medium Spenders
CUST14753,9/16/1994,Male,London,United Kingdom,30,26-35,Promising
CUST14754,3/27/1997,Male,Madrid,Spain,28,26-35,Value Seekers
CUST14755,6/16/1996,Female,Paris,France,28,26-35,Occasional Shoppers
CUST14756,1/5/1975,Female,Amsterdam,Netherlands,50,46-55,Promising
CUST14757,6/22/1976,Female,Milan,Italy,48,46-55,Loyal
CUST14758,1/29/1973,Male,Amsterdam,Netherlands,52,46-55,Medium Spenders
CUST14759,9/18/1981,Female,Berlin,Germany,43,36-45,Medium Spenders
CUST14760,7/12/1971,Male,London,United Kingdom,53,46-55,One-Time High Spenders
CUST14761,9/12/2003,Female,Brussels,Belgium,21,18-25,High Spenders
CUST14763,6/9/2001,Male,Vienna,Austria,23,18-25,One-Time High Spenders
CUST14765,3/8/1971,Male,London,United Kingdom,54,46-55,Promising
CUST14766,12/7/1977,Male,Rotterdam,Netherlands,47,46-55,Value Seekers
CUST14767,11/3/2003,Female,Brussels,Belgium,21,18-25,Medium Spenders
CUST14768,6/29/1935,Female,Warsaw,Poland,89,65+,Loyal
CUST14769,9/20/1999,Female,Vienna,Austria,25,18-25,Newbies
CUST14770,6/25/1985,Female,Prague,Czech Republic,39,36-45,Value Seekers
CUST14771,10/25/2002,Male,Paris,France,22,18-25,High Spenders
CUST14772,12/1/2005,Female,Porto,Portugal,19,18-25,Champions
CUST14773,6/6/1998,Female,Amsterdam,Netherlands,26,26-35,Loyal
CUST14774,11/5/1980,Female,Copenhagen,Denmark,44,36-45,Medium Spenders
CUST14775,6/18/1981,Female,Vienna,Austria,43,36-45,High Spenders
CUST14777,4/12/1990,Female,Amsterdam,Netherlands,35,26-35,High Spenders
CUST14778,2/4/2003,Male,London,United Kingdom,22,18-25,Newbies
CUST14779,4/10/1972,Male,Vienna,Austria,53,46-55,Value Seekers
CUST14780,2/4/2001,Male,Rome,Italy,24,18-25,High Spenders
CUST14782,2/21/1990,Male,Lisbon,Portugal,35,26-35,Champions
CUST14783,4/17/2001,Female,Vienna,Austria,24,18-25,Promising
CUST14784,11/16/2005,Male,Bern,Switzerland,19,18-25,High Spenders
CUST14785,12/10/2006,Other,Helsinki,Finland,18,18-25,Loyal
CUST14786,12/6/1988,Male,Amsterdam,Netherlands,36,36-45,Value Seekers
CUST14787,6/30/1998,Male,London,United Kingdom,26,26-35,Value Seekers
CUST14788,1/17/1995,Female,Budapest,Hungary,30,26-35,Medium Spenders
CUST14789,10/6/1999,Male,Paris,France,25,18-25,Promising
CUST14790,4/26/2007,Male,Paris,France,18,18-25,Medium Spenders
CUST14791,4/8/1996,Female,Stockholm,Sweden,29,26-35,High Spenders
CUST14792,6/12/1996,Female,London,United Kingdom,28,26-35,Loyal
CUST14794,2/18/1938,Female,Copenhagen,Denmark,87,65+,Loyal
CUST14795,11/1/1992,Male,Amsterdam,Netherlands,32,26-35,Medium Spenders
CUST14796,8/2/1997,Female,Warsaw,Poland,27,26-35,Value Seekers
CUST14797,9/5/1984,Female,Madrid,Spain,40,36-45,Value Seekers
CUST14798,8/15/2006,Female,Ghent,Belgium,18,18-25,Promising
CUST14799,6/24/1992,Male,London,United Kingdom,32,26-35,Promising
CUST14800,9/28/1998,Female,Birmingham,United Kingdom,26,26-35,Loyal
CUST14801,5/5/1979,Female,Vienna,Austria,46,46-55,High Spenders
CUST14802,7/27/1979,Female,Paris,France,45,36-45,High Spenders
CUST14804,3/14/1987,Male,Istanbul,Turkey,38,36-45,Medium Spenders
CUST14805,5/29/1998,Female,Berlin,Germany,26,26-35,High Spenders
CUST14806,2/14/1967,Female,Munich,Germany,58,56-65,Value Seekers
CUST14807,9/11/2006,Female,Amsterdam,Netherlands,18,18-25,Value Seekers
CUST14808,5/11/1996,Male,Marseille,France,29,26-35,Promising
CUST14810,8/18/1959,Male,Amsterdam,Netherlands,65,56-65,High Spenders
CUST14811,9/21/1982,Male,Amsterdam,Netherlands,42,36-45,Loyal
CUST14813,9/27/2000,Male,Berlin,Germany,24,18-25,High Spenders
CUST14814,10/5/1986,Male,Berlin,Germany,38,36-45,Loyal
CUST14815,7/17/1999,Male,Berlin,Germany,25,18-25,High Spenders
CUST14816,7/29/2005,Male,Gothenburg,Sweden,19,18-25,Medium Spenders
CUST14819,10/31/1959,Male,Warsaw,Poland,65,56-65,Loyal
CUST14820,1/14/1983,Female,Warsaw,Poland,42,36-45,High Spenders
CUST14822,1/18/2001,Other,Paris,France,24,18-25,Promising
CUST14823,1/2/1971,Female,Paris,France,54,46-55,Value Seekers
CUST14824,11/21/1969,Female,Helsinki,Finland,55,46-55,Loyal
CUST14825,3/23/2003,Female,Stockholm,Sweden,22,18-25,High Spenders
CUST14826,7/19/2004,Male,Brussels,Belgium,20,18-25,Value Seekers
CUST14827,3/26/2003,Male,Stockholm,Sweden,22,18-25,High Spenders
CUST14828,2/23/1993,Male,Madrid,Spain,32,26-35,Value Seekers
CUST14829,11/2/1992,Male,Helsinki,Finland,32,26-35,Newbies
CUST14830,5/30/1978,Male,Barcelona,Spain,46,46-55,Loyal
CUST14831,4/5/1946,Male,Amsterdam,Netherlands,79,65+,High Spenders
CUST14832,10/6/1985,Female,Izmir,Turkey,39,36-45,Value Seekers
CUST14833,8/14/1995,Other,Helsinki,Finland,29,26-35,Loyal
CUST14834,3/20/2001,Male,Rome,Italy,24,18-25,Newbies
CUST14835,6/29/1992,Female,Madrid,Spain,32,26-35,Value Seekers
CUST14836,2/4/1993,Other,Hamburg,Germany,32,26-35,Loyal
CUST14837,1/3/2007,Male,Birmingham,United Kingdom,18,18-25,Medium Spenders
CUST14839,7/14/1964,Female,Valencia,Spain,60,56-65,Promising
CUST14840,6/19/1978,Male,Madrid,Spain,46,46-55,Value Seekers
CUST14841,9/2/2006,Female,Lyon,France,18,18-25,Loyal
CUST14842,4/30/1994,Female,London,United Kingdom,31,26-35,Value Seekers
CUST14843,7/14/1976,Female,Berlin,Germany,48,46-55,Value Seekers
CUST14844,11/14/1988,Other,Antwerp,Belgium,36,36-45,Newbies
CUST14845,6/15/1992,Male,Brussels,Belgium,32,26-35,Loyal
CUST14846,4/3/1961,Female,London,United Kingdom,64,56-65,Newbies
CUST14847,1/6/1998,Male,Krakow,Poland,27,26-35,Loyal
CUST14848,3/8/1993,Female,Dublin,Ireland,32,26-35,One-Time High Spenders
CUST14849,7/2/1964,Female,Cologne,Germany,60,56-65,Value Seekers
CUST14850,5/2/1965,Other,Marseille,France,60,56-65,Promising
CUST14851,5/9/2002,Male,Madrid,Spain,23,18-25,Promising
CUST14852,10/31/2004,Male,Toulouse,France,20,18-25,High Spenders
CUST14853,3/1/1989,Other,Athens,Greece,36,36-45,Value Seekers
CUST14854,10/14/1991,Male,Prague,Czech Republic,33,26-35,High Spenders
CUST14855,10/20/2005,Female,London,United Kingdom,19,18-25,Promising
CUST14857,9/19/1972,Female,Hamburg,Germany,52,46-55,High Spenders
CUST14858,11/27/2004,Male,Copenhagen,Denmark,20,18-25,Promising
CUST14860,5/4/1935,Female,Madrid,Spain,90,65+,Value Seekers
CUST14862,5/28/2004,Male,Naples,Italy,20,18-25,Medium Spenders
CUST14863,4/2/1991,Male,Manchester,United Kingdom,34,26-35,High Spenders
CUST14864,11/10/1943,Female,Madrid,Spain,81,65+,High Spenders
CUST14865,11/4/1973,Male,Lyon,France,51,46-55,High Spenders
CUST14866,8/6/2002,Male,Istanbul,Turkey,22,18-25,High Spenders
CUST14867,6/20/1969,Female,Manchester,United Kingdom,55,46-55,Promising
CUST14869,4/18/2003,Male,Madrid,Spain,22,18-25,Medium Spenders
CUST14870,8/4/2002,Male,Vienna,Austria,22,18-25,One-Time High Spenders
CUST14871,4/21/1998,Female,Brussels,Belgium,27,26-35,One-Time High Spenders
CUST14872,5/12/1980,Female,Paris,France,45,36-45,Value Seekers
CUST14873,5/25/2004,Female,Izmir,Turkey,20,18-25,Value Seekers
CUST14874,3/21/1995,Female,Paris,France,30,26-35,Occasional Shoppers
CUST14875,4/26/1978,Male,Barcelona,Spain,47,46-55,Medium Spenders
CUST14876,6/2/1981,Male,Vienna,Austria,43,36-45,Medium Spenders
CUST14877,11/6/2004,Female,Berlin,Germany,20,18-25,Medium Spenders
CUST14878,5/8/1986,Male,Istanbul,Turkey,39,36-45,Medium Spenders
CUST14879,3/6/1997,Male,Zurich,Switzerland,28,26-35,Value Seekers
CUST14880,2/9/1997,Female,Madrid,Spain,28,26-35,Value Seekers
CUST14881,2/23/1993,Female,Cologne,Germany,32,26-35,Promising
CUST14882,7/31/2004,Female,Zurich,Switzerland,20,18-25,Medium Spenders
CUST14883,6/23/2000,Male,Graz,Austria,24,18-25,Loyal
CUST14884,7/7/2004,Male,Porto,Portugal,20,18-25,Newbies
CUST14885,1/7/2005,Female,Zurich,Switzerland,20,18-25,High Spenders
CUST14887,10/7/1994,Male,Berlin,Germany,30,26-35,Value Seekers
CUST14888,7/3/1969,Male,Cologne,Germany,55,46-55,Value Seekers
CUST14889,10/1/1973,Female,Aarhus,Denmark,51,46-55,Value Seekers
CUST14890,4/10/1998,Female,Amsterdam,Netherlands,27,26-35,Occasional Shoppers
CUST14891,6/5/2006,Other,Amsterdam,Netherlands,18,18-25,Value Seekers
CUST14892,1/8/1992,Female,Manchester,United Kingdom,33,26-35,High Spenders
CUST14893,4/28/1998,Female,Berlin,Germany,27,26-35,High Spenders
CUST14895,5/19/1998,Female,Stockholm,Sweden,27,26-35,Champions
CUST14896,1/14/1996,Female,Munich,Germany,29,26-35,Promising
CUST14897,4/16/1994,Male,London,United Kingdom,31,26-35,Promising
CUST14898,7/26/1997,Male,Amsterdam,Netherlands,27,26-35,Newbies
CUST14899,10/10/1993,Male,Amsterdam,Netherlands,31,26-35,Newbies
CUST14900,11/23/1994,Female,Prague,Czech Republic,30,26-35,Value Seekers
CUST14901,4/6/1992,Female,Paris,France,33,26-35,High Spenders
CUST14902,6/9/1983,Male,Berlin,Germany,41,36-45,Newbies
CUST14903,1/6/2005,Other,London,United Kingdom,20,18-25,Promising
CUST14904,2/28/1974,Male,London,United Kingdom,51,46-55,Loyal
CUST14905,8/14/1989,Female,Milan,Italy,35,26-35,High Spenders
CUST14907,2/23/1993,Male,London,United Kingdom,32,26-35,Medium Spenders
CUST14910,9/30/1990,Female,Warsaw,Poland,34,26-35,Loyal
CUST14911,7/23/1972,Female,Marseille,France,52,46-55,High Spenders
CUST14912,7/2/2002,Male,Istanbul,Turkey,22,18-25,High Spenders
CUST14913,7/21/1961,Male,London,United Kingdom,63,56-65,Newbies
CUST14914,7/31/1989,Male,Helsinki,Finland,35,26-35,High Spenders
CUST14917,8/5/1953,Male,Madrid,Spain,71,65+,Value Seekers
CUST14918,1/16/1964,Male,Munich,Germany,61,56-65,Medium Spenders
CUST14919,12/12/2004,Male,Paris,France,20,18-25,Loyal
CUST14920,5/31/1982,Other,London,United Kingdom,42,36-45,Promising
CUST14921,11/27/1979,Female,Barcelona,Spain,45,36-45,High Spenders
CUST14923,10/11/2002,Female,Budapest,Hungary,22,18-25,Value Seekers
CUST14924,5/20/1988,Other,Warsaw,Poland,37,36-45,Value Seekers
CUST14925,7/21/1992,Male,Paris,France,32,26-35,Loyal
CUST14926,10/17/2001,Female,Rome,Italy,23,18-25,Medium Spenders
CUST14927,6/16/1971,Female,Paris,France,53,46-55,Value Seekers
CUST14928,5/26/1995,Male,Istanbul,Turkey,29,26-35,Promising
CUST14929,1/25/1953,Male,Paris,France,72,65+,Value Seekers
CUST14930,12/24/1990,Male,Turin,Italy,34,26-35,Occasional Shoppers
CUST14931,4/25/1999,Male,Hamburg,Germany,26,26-35,High Spenders
CUST14933,7/2/1997,Male,London,United Kingdom,27,26-35,High Spenders
CUST14934,1/16/1979,Male,Berlin,Germany,46,46-55,Loyal
CUST14935,1/13/1996,Female,Prague,Czech Republic,29,26-35,Promising
CUST14936,4/3/1979,Female,Berlin,Germany,46,46-55,Medium Spenders
CUST14937,3/22/1993,Female,Rome,Italy,32,26-35,Loyal
CUST14938,9/26/2005,Female,Ankara,Turkey,19,18-25,Newbies
CUST14939,2/6/1985,Female,Istanbul,Turkey,40,36-45,One-Time High Spenders
CUST14940,5/31/2005,Male,Valencia,Spain,19,18-25,High Spenders
CUST14941,3/31/2005,Female,Istanbul,Turkey,20,18-25,Champions
CUST14942,11/24/1953,Male,Rome,Italy,71,65+,Value Seekers
CUST14943,4/4/1996,Male,Cologne,Germany,29,26-35,High Spenders
CUST14944,3/2/1990,Male,Lyon,France,35,26-35,Value Seekers
CUST14945,11/20/1975,Male,Gdansk,Poland,49,46-55,Promising
CUST14947,2/7/2000,Female,Barcelona,Spain,25,18-25,Value Seekers
CUST14948,4/19/1985,Female,London,United Kingdom,40,36-45,Value Seekers
CUST14949,5/31/1963,Other,Glasgow,United Kingdom,61,56-65,High Spenders
CUST14950,3/7/1992,Male,London,United Kingdom,33,26-35,Newbies
CUST14951,2/21/1969,Female,Gothenburg,Sweden,56,56-65,Champions
CUST14952,4/20/1991,Male,Istanbul,Turkey,34,26-35,Medium Spenders
CUST14953,7/17/1959,Male,Ankara,Turkey,65,56-65,Value Seekers
CUST14954,3/24/1998,Male,Warsaw,Poland,27,26-35,High Spenders
CUST14955,11/10/1995,Male,Milan,Italy,29,26-35,High Spenders
CUST14956,4/22/1992,Male,London,United Kingdom,33,26-35,High Spenders
CUST14958,7/9/2006,Female,Prague,Czech Republic,18,18-25,High Spenders
CUST14959,6/9/1975,Male,Birmingham,United Kingdom,49,46-55,High Spenders
CUST14960,3/11/1995,Male,Rotterdam,Netherlands,30,26-35,High Spenders
CUST14961,4/14/2000,Female,Marseille,France,25,18-25,High Spenders
CUST14962,8/7/1969,Male,London,United Kingdom,55,46-55,High Spenders
CUST14963,6/24/2003,Male,Paris,France,21,18-25,Newbies
CUST14964,2/2/1987,Female,Rotterdam,Netherlands,38,36-45,Loyal
CUST14965,4/21/2006,Other,Istanbul,Turkey,19,18-25,Loyal
CUST14967,6/5/1998,Female,Barcelona,Spain,26,26-35,High Spenders
CUST14968,7/15/1963,Female,Brussels,Belgium,61,56-65,High Spenders
CUST14969,9/12/1990,Male,Rotterdam,Netherlands,34,26-35,Loyal
CUST14971,11/5/1984,Male,Vienna,Austria,40,36-45,Value Seekers
CUST14972,12/18/1970,Male,Berlin,Germany,54,46-55,High Spenders
CUST14973,12/2/1998,Other,Paris,France,26,26-35,High Spenders
CUST14974,10/18/1966,Female,Gothenburg,Sweden,58,56-65,Newbies
CUST14975,6/30/1963,Male,London,United Kingdom,61,56-65,High Spenders
CUST14976,8/2/1993,Female,Berlin,Germany,31,26-35,Loyal
CUST14977,12/27/1982,Female,London,United Kingdom,42,36-45,Newbies
CUST14978,8/5/1997,Female,Berlin,Germany,27,26-35,Medium Spenders
CUST14979,2/12/1992,Male,Warsaw,Poland,33,26-35,Value Seekers
CUST14980,8/24/1992,Male,Madrid,Spain,32,26-35,Newbies
CUST14981,6/27/1997,Male,Stockholm,Sweden,27,26-35,Newbies
CUST14982,6/11/1990,Female,Rome,Italy,34,26-35,Value Seekers
CUST14983,11/9/1954,Female,Brussels,Belgium,70,65+,High Spenders
CUST14984,2/28/2001,Male,Rotterdam,Netherlands,24,18-25,Newbies
CUST14985,10/14/1970,Male,Izmir,Turkey,54,46-55,Newbies
CUST14986,3/2/1996,Male,Munich,Germany,29,26-35,Value Seekers
CUST14987,7/16/1993,Female,Gdansk,Poland,31,26-35,Loyal
CUST14988,7/20/1997,Male,Berlin,Germany,27,26-35,Promising
CUST14989,11/25/1988,Male,Paris,France,36,36-45,Value Seekers
CUST14992,3/10/1995,Female,Amsterdam,Netherlands,30,26-35,Occasional Shoppers
CUST14993,9/16/1992,Female,Copenhagen,Denmark,32,26-35,Newbies
CUST14994,7/7/1982,Female,Berlin,Germany,42,36-45,High Spenders
CUST14996,4/8/1957,Female,Seville,Spain,68,65+,Newbies
CUST14997,1/3/1962,Female,Lisbon,Portugal,63,56-65,Newbies
CUST14998,4/19/1946,Male,Lisbon,Portugal,79,65+,Occasional Shoppers
CUST14999,8/29/2000,Female,Manchester,United Kingdom,24,18-25,High Spenders
CUST15000,11/18/1987,Female,Birmingham,United Kingdom,37,36-45,High Spenders
CUST15001,6/27/1977,Other,Istanbul,Turkey,47,46-55,Medium Spenders
CUST15002,11/26/1991,Male,Warsaw,Poland,33,26-35,Value Seekers
CUST15003,4/12/1978,Female,Cork,Ireland,47,46-55,Promising
CUST15004,10/7/1976,Female,Paris,France,48,46-55,Medium Spenders
CUST15005,7/1/1994,Other,Marseille,France,30,26-35,Value Seekers
CUST15006,8/2/1986,Male,Ankara,Turkey,38,36-45,Medium Spenders
CUST15007,3/28/1987,Female,Berlin,Germany,38,36-45,Value Seekers
CUST15008,5/18/1982,Male,Geneva,Switzerland,43,36-45,Value Seekers
CUST15009,1/20/1958,Male,Lyon,France,67,65+,Value Seekers
CUST15010,7/15/1994,Female,Berlin,Germany,30,26-35,Medium Spenders
CUST15011,3/21/1994,Male,Amsterdam,Netherlands,31,26-35,Value Seekers
CUST15012,4/2/1982,Female,Rome,Italy,43,36-45,High Spenders
CUST15013,12/28/1984,Female,London,United Kingdom,40,36-45,Value Seekers
CUST15014,11/2/1979,Female,Antwerp,Belgium,45,36-45,High Spenders
CUST15015,9/30/1985,Female,Lyon,France,39,36-45,Value Seekers
CUST15016,11/1/1996,Female,Milan,Italy,28,26-35,High Spenders
CUST15017,11/10/1990,Female,Cologne,Germany,34,26-35,Occasional Shoppers
CUST15018,9/27/2001,Male,Lyon,France,23,18-25,High Spenders
CUST15019,3/19/1990,Male,Rotterdam,Netherlands,35,26-35,High Spenders
CUST15021,8/31/2000,Male,Prague,Czech Republic,24,18-25,Loyal
CUST15022,7/8/1996,Male,London,United Kingdom,28,26-35,High Spenders
CUST15023,5/15/1974,Male,Marseille,France,51,46-55,High Spenders
CUST15024,4/18/1941,Male,London,United Kingdom,84,65+,High Spenders
CUST15025,1/5/2002,Male,Rome,Italy,23,18-25,Promising
CUST15026,2/20/1952,Male,Amsterdam,Netherlands,73,65+,Newbies
CUST15027,10/10/1978,Other,Izmir,Turkey,46,46-55,Value Seekers
CUST15030,2/15/2001,Female,Krakow,Poland,24,18-25,Value Seekers
CUST15031,3/18/1990,Female,London,United Kingdom,35,26-35,High Spenders
CUST15032,1/22/2007,Male,Paris,France,18,18-25,Newbies
CUST15033,6/28/1967,Female,Madrid,Spain,57,56-65,Loyal
CUST15034,1/30/1998,Male,Thessaloniki,Greece,27,26-35,Medium Spenders
CUST15036,6/12/2003,Male,Lyon,France,21,18-25,Value Seekers
CUST15037,12/6/1987,Male,London,United Kingdom,37,36-45,Medium Spenders
CUST15038,6/6/2002,Male,Helsinki,Finland,22,18-25,Loyal
CUST15039,6/29/1981,Female,Milan,Italy,43,36-45,Champions
CUST15040,5/18/1946,Male,Munich,Germany,79,65+,High Spenders
CUST15041,7/16/2005,Female,Rome,Italy,19,18-25,Loyal
CUST15042,1/17/2007,Female,Birmingham,United Kingdom,18,18-25,Loyal
CUST15043,9/10/2003,Male,Rome,Italy,21,18-25,Loyal
CUST15044,1/11/1994,Female,Porto,Portugal,31,26-35,Value Seekers
CUST15045,11/23/2001,Male,London,United Kingdom,23,18-25,Loyal
CUST15046,6/13/1987,Male,Brussels,Belgium,37,36-45,Medium Spenders
CUST15047,12/23/1989,Female,Munich,Germany,35,26-35,Value Seekers
CUST15048,2/18/1988,Other,Milan,Italy,37,36-45,High Spenders
CUST15049,12/21/1973,Male,Amsterdam,Netherlands,51,46-55,Newbies
CUST15051,11/7/2001,Female,Krakow,Poland,23,18-25,High Spenders
CUST15053,8/16/2006,Female,Hamburg,Germany,18,18-25,Value Seekers
CUST15054,2/20/2005,Other,Stockholm,Sweden,20,18-25,Promising
CUST15055,11/18/1989,Female,London,United Kingdom,35,26-35,Medium Spenders
CUST15056,1/14/2000,Female,Prague,Czech Republic,25,18-25,Value Seekers
CUST15057,5/18/1996,Female,Barcelona,Spain,29,26-35,Loyal
CUST15058,12/11/1955,Male,Stockholm,Sweden,69,65+,Loyal
CUST15060,3/28/1972,Female,Vienna,Austria,53,46-55,Loyal
CUST15061,6/24/1987,Male,Milan,Italy,37,36-45,High Spenders
CUST15062,2/6/1995,Female,Rome,Italy,30,26-35,Value Seekers
CUST15063,12/20/1981,Female,Barcelona,Spain,43,36-45,Loyal
CUST15064,4/16/2000,Female,London,United Kingdom,25,18-25,Value Seekers
CUST15065,4/7/1996,Male,Madrid,Spain,29,26-35,Loyal
CUST15066,9/24/1987,Female,Amsterdam,Netherlands,37,36-45,High Spenders
CUST15067,1/14/1991,Female,Malmö,Sweden,34,26-35,Loyal
CUST15068,12/12/1981,Other,Brussels,Belgium,43,36-45,Champions
CUST15069,11/1/1965,Male,Dublin,Ireland,59,56-65,Value Seekers
CUST15070,10/28/1996,Female,Amsterdam,Netherlands,28,26-35,High Spenders
CUST15071,12/15/1972,Female,Rome,Italy,52,46-55,Value Seekers
CUST15072,10/11/2003,Female,Naples,Italy,21,18-25,Value Seekers
CUST15074,10/6/1970,Male,Stockholm,Sweden,54,46-55,Value Seekers
CUST15075,3/25/2005,Female,Rome,Italy,20,18-25,High Spenders
CUST15076,9/1/2003,Female,Prague,Czech Republic,21,18-25,High Spenders
CUST15077,4/9/1967,Male,Lisbon,Portugal,58,56-65,One-Time High Spenders
CUST15078,8/22/2001,Female,London,United Kingdom,23,18-25,Promising
CUST15079,2/11/1985,Female,Prague,Czech Republic,40,36-45,Loyal
CUST15080,10/16/1982,Female,Izmir,Turkey,42,36-45,Medium Spenders
CUST15082,5/25/1982,Female,Rome,Italy,42,36-45,High Spenders
CUST15083,9/5/1971,Female,Amsterdam,Netherlands,53,46-55,Promising
CUST15084,4/15/2007,Female,Madrid,Spain,18,18-25,Promising
CUST15085,9/12/1992,Female,Lyon,France,32,26-35,High Spenders
CUST15086,6/18/1991,Female,Istanbul,Turkey,33,26-35,Loyal
CUST15087,11/29/1961,Male,Lyon,France,63,56-65,Medium Spenders
CUST15088,7/3/1990,Male,Manchester,United Kingdom,34,26-35,Value Seekers
CUST15089,11/11/1989,Male,Dublin,Ireland,35,26-35,Value Seekers
CUST15090,2/13/1990,Male,Toulouse,France,35,26-35,Loyal
CUST15091,4/12/1988,Male,Cologne,Germany,37,36-45,Value Seekers
CUST15092,2/8/2001,Male,Brussels,Belgium,24,18-25,High Spenders
CUST15093,3/3/1979,Male,Rome,Italy,46,46-55,Newbies
CUST15094,7/12/1968,Female,London,United Kingdom,56,56-65,Value Seekers
CUST15095,11/20/1955,Female,London,United Kingdom,69,65+,High Spenders
CUST15096,8/24/1993,Male,London,United Kingdom,31,26-35,Value Seekers
CUST15097,5/17/1972,Male,Izmir,Turkey,53,46-55,Newbies
CUST15098,10/7/2003,Female,Budapest,Hungary,21,18-25,Promising
CUST15099,10/19/1995,Female,Berlin,Germany,29,26-35,Value Seekers
CUST15101,10/1/2003,Female,London,United Kingdom,21,18-25,Loyal
CUST15103,8/7/2002,Male,Paris,France,22,18-25,High Spenders
CUST15104,12/24/1965,Male,Birmingham,United Kingdom,59,56-65,Newbies
CUST15105,9/21/1935,Male,Bern,Switzerland,89,65+,Loyal
CUST15106,7/12/1985,Female,Paris,France,39,36-45,Promising
CUST15107,5/20/1996,Male,Zurich,Switzerland,29,26-35,Value Seekers
CUST15108,5/3/1966,Male,Ankara,Turkey,59,56-65,Champions
CUST15109,4/7/1984,Male,Stockholm,Sweden,41,36-45,Value Seekers
CUST15110,1/4/1997,Female,Bern,Switzerland,28,26-35,High Spenders
CUST15111,1/27/1986,Male,Istanbul,Turkey,39,36-45,Occasional Shoppers
