customer_id,birthdate,gender,city,country
CUST03242,7/6/2000,Female,Brussels,Belgium
CUST03244,1/10/1998,Male,Brussels,Belgium
CUST03245,10/21/2006,Female,Brussels,Belgium
CUST03246,5/2/1997,Male,Birmingham,United Kingdom
CUST03247,9/13/1986,Male,The Hague,Netherlands
CUST03248,2/16/2004,Male,Amsterdam,Netherlands
CUST03249,2/27/1979,Female,London,United Kingdom
CUST03250,6/22/2000,Male,Marseille,France
CUST03251,11/18/2005,Male,Warsaw,Poland
CUST03252,4/5/2004,Male,Lisbon,Portugal
CUST03253,5/3/1987,Male,London,United Kingdom
CUST03254,12/19/1944,Male,Krakow,Poland
CUST03255,7/16/1977,Other,Brussels,Belgium
CUST03258,9/13/1960,Female,Barcelona,Spain
CUST03259,2/20/1975,Male,Vienna,Austria
CUST03260,7/20/2001,Female,Zurich,Switzerland
CUST03261,6/16/1999,Female,Copenhagen,Denmark
CUST03262,6/30/1990,Female,London,United Kingdom
CUST03264,8/15/2005,Female,Porto,Portugal
CUST03265,12/9/1984,Female,Berlin,Germany
CUST03266,3/20/2003,Male,Manchester,United Kingdom
CUST03268,10/27/1974,Other,Manchester,United Kingdom
CUST03269,9/10/1969,Other,Gdansk,Poland
CUST03270,5/27/1987,Other,Lisbon,Portugal
CUST03271,5/3/1994,Male,Amsterdam,Netherlands
CUST03272,12/31/1940,Female,Warsaw,Poland
CUST03275,11/12/1991,Male,Vienna,Austria
CUST03276,3/26/1992,Male,Antwerp,Belgium
CUST03277,7/14/1963,Male,London,United Kingdom
CUST03278,8/18/2002,Male,London,United Kingdom
CUST03279,7/17/2002,Female,Copenhagen,Denmark
CUST03280,4/3/1988,Male,Zurich,Switzerland
CUST03281,4/3/1973,Male,Rotterdam,Netherlands
CUST03282,6/6/1990,Male,Athens,Greece
CUST03283,9/27/2004,Female,Helsinki,Finland
CUST03284,1/14/1991,Male,London,United Kingdom
CUST03286,9/6/1994,Male,Copenhagen,Denmark
CUST03287,1/18/1999,Female,Birmingham,United Kingdom
CUST03288,9/23/1997,Female,Antwerp,Belgium
CUST03289,9/18/1994,Male,London,United Kingdom
CUST03290,4/9/2000,Female,Stockholm,Sweden
CUST03291,12/11/1974,Female,Madrid,Spain
CUST03292,8/1/1996,Male,Rome,Italy
CUST03293,5/7/2002,Female,Manchester,United Kingdom
CUST03294,10/22/1995,Male,Istanbul,Turkey
CUST03295,5/19/1964,Female,Munich,Germany
CUST03296,5/9/1996,Female,Paris,France
CUST03297,8/15/2003,Female,Prague,Czech Republic
CUST03298,9/3/1989,Male,Rome,Italy
CUST03301,10/8/1973,Female,Amsterdam,Netherlands
CUST03303,11/6/1984,Male,Naples,Italy
CUST03304,9/24/1998,Male,Stockholm,Sweden
CUST03305,2/13/1995,Male,Dublin,Ireland
CUST03306,11/14/1995,Male,Berlin,Germany
CUST03309,8/9/1992,Male,Athens,Greece
CUST03310,8/17/1991,Female,London,United Kingdom
CUST03311,10/23/1987,Other,Hamburg,Germany
CUST03312,4/10/2004,Male,Marseille,France
CUST03313,5/31/1994,Female,Berlin,Germany
CUST03314,5/5/1977,Male,Ankara,Turkey
CUST03315,12/21/1979,Male,Helsinki,Finland
CUST03316,11/29/1979,Female,Berlin,Germany
CUST03317,5/22/1990,Other,Paris,France
CUST03318,11/18/2000,Male,Toulouse,France
CUST03319,12/27/1987,Male,London,United Kingdom
CUST03320,11/28/2004,Female,Cologne,Germany
CUST03322,8/11/1975,Female,Warsaw,Poland
CUST03323,3/10/2006,Male,Barcelona,Spain
CUST03324,9/5/1995,Male,Barcelona,Spain
CUST03325,3/26/1992,Female,London,United Kingdom
CUST03326,3/4/1993,Male,Berlin,Germany
CUST03327,1/7/1995,Other,Amsterdam,Netherlands
CUST03328,9/6/2001,Male,Rome,Italy
CUST03329,2/5/1998,Male,London,United Kingdom
CUST03330,2/11/1991,Female,Berlin,Germany
CUST03331,12/2/1999,Female,Paris,France
CUST03334,11/21/1998,Male,Amsterdam,Netherlands
CUST03335,3/7/2002,Male,London,United Kingdom
CUST03336,1/20/1980,Male,London,United Kingdom
CUST03337,5/29/1949,Female,Lisbon,Portugal
CUST03338,3/31/1977,Female,Milan,Italy
CUST03340,12/28/2004,Male,Oslo,Norway
CUST03341,4/30/1995,Female,Lisbon,Portugal
CUST03342,12/31/2002,Female,Marseille,France
CUST03344,12/29/1996,Male,Madrid,Spain
CUST03346,2/14/2001,Male,Madrid,Spain
CUST03348,4/15/2003,Male,Warsaw,Poland
CUST03349,3/10/1993,Female,Birmingham,United Kingdom
CUST03350,8/13/2006,Female,Rotterdam,Netherlands
CUST03351,11/16/1959,Female,Amsterdam,Netherlands
CUST03353,3/9/1935,Female,Antwerp,Belgium
CUST03354,3/7/1985,Male,Helsinki,Finland
CUST03355,1/27/1993,Male,Barcelona,Spain
CUST03356,10/17/2004,Male,Seville,Spain
CUST03357,5/17/2002,Female,Porto,Portugal
CUST03358,12/9/1980,Male,Zurich,Switzerland
CUST03359,6/8/1987,Male,Munich,Germany
CUST03360,2/14/2001,Male,Warsaw,Poland
CUST03362,6/25/1995,Male,Seville,Spain
CUST03363,10/23/1987,Male,Amsterdam,Netherlands
CUST03364,1/19/1960,Female,London,United Kingdom
CUST03366,5/9/1961,Male,Vienna,Austria
CUST03367,4/15/1989,Male,Amsterdam,Netherlands
CUST03368,6/8/1987,Male,Cologne,Germany
CUST03369,1/13/2003,Female,Gothenburg,Sweden
CUST03370,5/2/1989,Female,Rome,Italy
CUST03371,3/26/1993,Female,Berlin,Germany
CUST03372,1/7/1993,Female,Naples,Italy
CUST03373,3/10/1968,Male,Paris,France
CUST03374,7/2/1996,Male,Milan,Italy
CUST03375,5/31/2004,Female,Paris,France
CUST03376,4/11/1989,Other,Athens,Greece
CUST03377,11/5/2003,Female,Ankara,Turkey
CUST03378,1/10/2004,Male,Krakow,Poland
CUST03379,3/3/1986,Male,Toulouse,France
CUST03380,9/5/1970,Male,Brussels,Belgium
CUST03381,8/12/1973,Female,Copenhagen,Denmark
CUST03382,8/10/1998,Female,Marseille,France
CUST03383,10/31/1970,Female,Brussels,Belgium
CUST03385,4/9/1997,Other,London,United Kingdom
CUST03386,11/10/1989,Male,Munich,Germany
CUST03388,4/17/2002,Male,Manchester,United Kingdom
CUST03390,12/27/1983,Male,Madrid,Spain
CUST03391,8/2/2003,Male,Munich,Germany
CUST03392,9/4/1970,Male,Rome,Italy
CUST03393,4/11/1973,Male,Amsterdam,Netherlands
CUST03395,5/29/1947,Male,Gothenburg,Sweden
CUST03397,2/21/2005,Female,Munich,Germany
CUST03400,5/28/1995,Male,Brussels,Belgium
CUST03401,8/10/1956,Male,Berlin,Germany
CUST03402,8/25/1989,Female,Birmingham,United Kingdom
CUST03403,10/8/1976,Male,Prague,Czech Republic
CUST03404,3/10/1983,Male,Barcelona,Spain
CUST03405,3/31/1997,Male,Copenhagen,Denmark
CUST03406,8/28/1969,Female,Berlin,Germany
CUST03407,1/5/1999,Female,Glasgow,United Kingdom
CUST03409,6/15/1981,Female,Gothenburg,Sweden
CUST03410,6/16/1999,Male,Madrid,Spain
CUST03411,7/22/1996,Male,Stockholm,Sweden
CUST03412,4/2/1985,Male,Rome,Italy
CUST03413,3/4/2006,Female,Antwerp,Belgium
CUST03414,4/3/2007,Male,Berlin,Germany
CUST03415,12/2/1964,Female,Paris,France
CUST03416,12/2/1976,Male,Oslo,Norway
CUST03417,3/6/2001,Male,Paris,France
CUST03418,2/12/1995,Male,Paris,France
CUST03419,1/19/1996,Female,Paris,France
CUST03420,3/7/1992,Female,Barcelona,Spain
CUST03421,5/20/1990,Male,Amsterdam,Netherlands
CUST03422,2/13/1970,Male,Madrid,Spain
CUST03423,8/29/1994,Male,Prague,Czech Republic
CUST03424,5/7/1999,Female,London,United Kingdom
CUST03425,6/1/1957,Female,The Hague,Netherlands
CUST03426,7/3/1972,Female,Munich,Germany
CUST03427,10/2/1945,Female,Athens,Greece
CUST03428,3/30/2004,Female,Rome,Italy
CUST03429,4/5/2005,Male,Izmir,Turkey
CUST03430,5/15/1993,Female,Rome,Italy
CUST03431,5/15/1987,Female,London,United Kingdom
CUST03432,12/24/2002,Other,Berlin,Germany
CUST03433,12/10/1995,Female,Prague,Czech Republic
CUST03434,7/18/1953,Female,Istanbul,Turkey
CUST03435,10/12/1994,Male,London,United Kingdom
CUST03436,3/17/2000,Female,Lyon,France
CUST03437,9/7/1999,Other,Manchester,United Kingdom
CUST03439,12/22/1995,Female,Zurich,Switzerland
CUST03440,5/13/1998,Female,Barcelona,Spain
CUST03442,4/16/2007,Female,Istanbul,Turkey
CUST03443,7/20/1935,Female,Ankara,Turkey
CUST03444,10/18/1999,Female,Lyon,France
CUST03445,12/6/1997,Male,Rotterdam,Netherlands
CUST03446,10/12/1979,Female,Berlin,Germany
CUST03448,2/4/1993,Male,London,United Kingdom
CUST03449,3/26/2004,Male,Barcelona,Spain
CUST03450,2/16/2004,Female,Vienna,Austria
CUST03451,3/16/2004,Female,Madrid,Spain
CUST03452,11/17/1992,Female,Stockholm,Sweden
CUST03453,5/16/2001,Female,Birmingham,United Kingdom
CUST03454,5/21/1935,Male,Hamburg,Germany
CUST03455,10/6/1960,Male,Toulouse,France
CUST03456,7/6/1972,Female,Dublin,Ireland
CUST03457,6/14/2006,Female,London,United Kingdom
CUST03458,10/11/1994,Male,Paris,France
CUST03459,6/1/1992,Female,Cork,Ireland
CUST03460,10/24/1990,Male,Birmingham,United Kingdom
CUST03461,4/5/1990,Female,Birmingham,United Kingdom
CUST03462,7/16/1972,Other,Barcelona,Spain
CUST03463,12/22/1971,Male,London,United Kingdom
CUST03464,12/4/1992,Male,Seville,Spain
CUST03465,7/25/1982,Female,The Hague,Netherlands
CUST03466,10/31/1993,Female,Antwerp,Belgium
CUST03467,7/18/1990,Male,Lyon,France
CUST03468,4/23/1991,Male,Istanbul,Turkey
CUST03469,6/10/1996,Female,Paris,France
CUST03470,8/20/1991,Female,Prague,Czech Republic
CUST03471,1/28/1960,Female,Prague,Czech Republic
CUST03473,2/6/1941,Female,Amsterdam,Netherlands
CUST03474,4/10/1993,Male,Warsaw,Poland
CUST03475,10/12/1973,Male,Milan,Italy
CUST03476,3/14/1995,Male,Lyon,France
CUST03477,3/11/1985,Male,Rotterdam,Netherlands
CUST03478,5/19/2006,Male,Milan,Italy
CUST03479,3/21/1958,Female,Rome,Italy
CUST03481,8/29/1994,Female,Lisbon,Portugal
CUST03482,12/10/1988,Female,Copenhagen,Denmark
CUST03484,12/5/1991,Other,The Hague,Netherlands
CUST03485,9/1/1979,Female,London,United Kingdom
CUST03486,3/22/2000,Male,Valencia,Spain
CUST03487,4/24/2005,Male,Oslo,Norway
CUST03488,7/26/1953,Female,Manchester,United Kingdom
CUST03489,12/10/1997,Female,Rotterdam,Netherlands
CUST03490,10/21/1966,Male,Antwerp,Belgium
CUST03491,2/1/1982,Male,Vienna,Austria
CUST03492,7/9/1986,Male,Prague,Czech Republic
CUST03493,8/15/1995,Female,Milan,Italy
CUST03494,2/26/1990,Male,Helsinki,Finland
CUST03496,2/6/1938,Female,Rome,Italy
CUST03497,1/23/1993,Female,Birmingham,United Kingdom
CUST03498,2/16/1999,Male,Krakow,Poland
CUST03499,2/8/1984,Female,Hamburg,Germany
CUST03502,9/10/2002,Male,Budapest,Hungary
CUST03503,1/17/1949,Female,Hamburg,Germany
CUST03504,5/28/1981,Male,Madrid,Spain
CUST03505,4/28/2007,Female,London,United Kingdom
CUST03506,10/16/1998,Female,Paris,France
CUST03507,11/10/1994,Male,Porto,Portugal
CUST03509,7/16/1989,Male,Paris,France
CUST03510,12/26/1996,Female,London,United Kingdom
CUST03511,12/8/1976,Female,London,United Kingdom
CUST03512,11/14/1995,Male,Ankara,Turkey
CUST03513,10/10/1997,Female,Paris,France
CUST03514,4/16/2000,Male,London,United Kingdom
CUST03515,10/13/1972,Male,Amsterdam,Netherlands
CUST03516,9/9/1996,Female,Madrid,Spain
CUST03517,4/22/1978,Male,Paris,France
CUST03518,11/19/1995,Male,Lisbon,Portugal
CUST03519,9/21/2002,Male,Munich,Germany
CUST03520,6/4/1973,Male,Rome,Italy
CUST03522,11/14/1989,Male,Zurich,Switzerland
CUST03523,10/20/2006,Other,London,United Kingdom
CUST03524,1/5/1982,Female,Milan,Italy
CUST03525,3/7/1991,Male,Brussels,Belgium
CUST03526,7/21/2000,Female,Warsaw,Poland
CUST03527,11/10/2004,Male,Paris,France
CUST03528,11/11/1960,Female,Marseille,France
CUST03530,11/25/2002,Female,Naples,Italy
CUST03531,1/7/1999,Female,Istanbul,Turkey
CUST03532,9/7/1991,Female,Berlin,Germany
CUST03533,10/10/1988,Female,Ankara,Turkey
CUST03534,8/17/2006,Female,Munich,Germany
CUST03535,11/3/1994,Female,Berlin,Germany
CUST03536,3/22/1994,Female,London,United Kingdom
CUST03537,2/26/1987,Female,Warsaw,Poland
CUST03538,5/17/1990,Female,Munich,Germany
CUST03540,9/16/2002,Female,Gothenburg,Sweden
CUST03541,12/10/1993,Female,Glasgow,United Kingdom
CUST03542,10/4/2000,Female,Paris,France
CUST03543,9/22/1978,Female,Rome,Italy
CUST03544,10/19/1996,Female,Berlin,Germany
CUST03545,1/6/1975,Female,Birmingham,United Kingdom
CUST03547,9/21/2000,Male,Brussels,Belgium
CUST03548,9/4/1988,Male,Warsaw,Poland
CUST03549,8/26/1997,Male,Istanbul,Turkey
CUST03550,7/11/1997,Male,Warsaw,Poland
CUST03551,6/18/2000,Female,Amsterdam,Netherlands
CUST03552,2/2/1992,Male,Rome,Italy
CUST03553,7/30/1991,Female,Gdansk,Poland
CUST03554,5/18/1999,Female,Warsaw,Poland
CUST03555,12/15/1997,Female,Athens,Greece
CUST03557,11/2/1968,Male,London,United Kingdom
CUST03558,12/26/1990,Male,Rotterdam,Netherlands
CUST03559,2/24/2006,Male,Istanbul,Turkey
CUST03560,6/5/1970,Female,Birmingham,United Kingdom
CUST03561,3/24/1968,Female,London,United Kingdom
CUST03563,4/11/1991,Male,Porto,Portugal
CUST03564,12/11/1963,Male,Manchester,United Kingdom
CUST03565,7/2/2005,Female,Barcelona,Spain
CUST03566,4/26/1972,Other,Prague,Czech Republic
CUST03567,3/20/1988,Female,Cologne,Germany
CUST03568,8/29/2000,Female,Hamburg,Germany
CUST03570,7/8/1976,Male,Manchester,United Kingdom
CUST03571,10/8/1972,Other,Prague,Czech Republic
CUST03573,4/20/1966,Male,Munich,Germany
CUST03575,2/4/2001,Female,Istanbul,Turkey
CUST03576,10/11/1991,Female,Ankara,Turkey
CUST03577,9/17/2000,Other,London,United Kingdom
CUST03578,2/4/2004,Male,Porto,Portugal
CUST03579,5/26/2000,Female,Marseille,France
CUST03580,10/22/2000,Male,Marseille,France
CUST03581,4/7/1998,Male,Graz,Austria
CUST03582,11/13/1989,Male,Gothenburg,Sweden
CUST03583,12/6/1980,Female,Debrecen,Hungary
CUST03584,4/10/2000,Male,Oslo,Norway
CUST03585,4/23/1995,Male,Paris,France
CUST03586,12/1/1992,Female,London,United Kingdom
CUST03587,8/22/1996,Male,Rotterdam,Netherlands
CUST03588,2/7/1997,Other,Madrid,Spain
CUST03589,2/14/2007,Female,Copenhagen,Denmark
CUST03590,4/8/1993,Female,Milan,Italy
CUST03591,9/22/1990,Male,Copenhagen,Denmark
CUST03592,8/12/1991,Female,Milan,Italy
CUST03595,3/22/2004,Female,Milan,Italy
CUST03596,6/21/1964,Female,Bern,Switzerland
CUST03598,11/22/1999,Female,Istanbul,Turkey
CUST03600,6/25/1991,Male,London,United Kingdom
CUST03601,10/11/1988,Female,Rome,Italy
CUST03602,6/8/1994,Female,Warsaw,Poland
CUST03603,2/5/1992,Female,Cologne,Germany
CUST03604,9/1/1991,Male,London,United Kingdom
CUST03605,8/30/1981,Male,Naples,Italy
CUST03606,3/2/2004,Female,Rome,Italy
CUST03607,7/26/1999,Female,Rome,Italy
CUST03608,5/18/1964,Other,Warsaw,Poland
CUST03609,10/21/1992,Male,Madrid,Spain
CUST03610,5/23/1991,Male,Paris,France
CUST03611,1/17/1993,Other,Manchester,United Kingdom
CUST03613,5/9/2001,Female,Istanbul,Turkey
CUST03614,7/31/2003,Male,Warsaw,Poland
CUST03615,2/2/1990,Female,London,United Kingdom
CUST03616,9/12/1992,Female,Copenhagen,Denmark
CUST03617,5/3/2002,Female,Berlin,Germany
CUST03619,8/31/1995,Female,Prague,Czech Republic
CUST03621,3/5/2001,Male,Brussels,Belgium
CUST03622,7/10/2004,Female,Vienna,Austria
CUST03623,2/21/2002,Male,Vienna,Austria
CUST03624,7/9/1967,Other,Berlin,Germany
CUST03625,3/18/1981,Other,Rome,Italy
CUST03626,4/5/1994,Female,London,United Kingdom
CUST03627,8/15/1989,Female,Madrid,Spain
CUST03628,2/11/1966,Male,Madrid,Spain
CUST03629,9/14/1991,Male,Copenhagen,Denmark
CUST03631,2/13/1984,Female,Rome,Italy
CUST03632,1/19/2004,Female,London,United Kingdom
CUST03633,7/2/2001,Female,Berlin,Germany
CUST03634,3/14/1991,Male,London,United Kingdom
CUST03635,4/24/2005,Female,Amsterdam,Netherlands
CUST03637,11/13/1991,Other,London,United Kingdom
CUST03638,1/19/1975,Female,Helsinki,Finland
CUST03640,9/26/2001,Female,Porto,Portugal
CUST03641,2/8/1996,Female,Glasgow,United Kingdom
CUST03642,5/13/2001,Other,Rotterdam,Netherlands
CUST03643,7/19/1977,Female,London,United Kingdom
CUST03644,7/22/1987,Female,Lisbon,Portugal
CUST03645,10/20/1996,Male,Istanbul,Turkey
CUST03646,11/14/1987,Male,Cologne,Germany
CUST03647,5/22/1995,Female,Amsterdam,Netherlands
CUST03648,11/10/1991,Male,Birmingham,United Kingdom
CUST03649,4/29/1980,Female,Istanbul,Turkey
CUST03651,4/12/1945,Male,Rotterdam,Netherlands
CUST03652,11/22/1984,Male,Rome,Italy
CUST03653,12/27/1994,Female,Budapest,Hungary
CUST03654,11/21/2004,Female,London,United Kingdom
CUST03655,9/10/2000,Male,Milan,Italy
CUST03656,10/15/2003,Male,Manchester,United Kingdom
CUST03657,2/8/1993,Male,Berlin,Germany
CUST03658,6/1/1991,Male,Amsterdam,Netherlands
CUST03659,10/7/1998,Male,Madrid,Spain
CUST03660,12/26/2002,Female,Porto,Portugal
CUST03661,5/3/1971,Male,Prague,Czech Republic
CUST03664,5/22/1981,Male,Zurich,Switzerland
CUST03666,9/4/1996,Male,Hamburg,Germany
CUST03669,2/7/1999,Male,Milan,Italy
CUST03670,4/6/1980,Male,Lyon,France
CUST03671,11/12/1998,Male,Barcelona,Spain
CUST03672,8/15/2005,Female,London,United Kingdom
CUST03673,10/5/1977,Male,Budapest,Hungary
CUST03674,12/31/1943,Female,Paris,France
CUST03675,5/3/1963,Male,Milan,Italy
CUST03676,11/19/1996,Female,Krakow,Poland
CUST03677,2/28/1966,Male,London,United Kingdom
CUST03678,10/25/1967,Female,Paris,France
CUST03679,7/14/1984,Female,Ankara,Turkey
CUST03680,8/5/2000,Female,Madrid,Spain
CUST03681,11/8/2000,Male,Bergen,Norway
CUST03682,6/5/2005,Male,Warsaw,Poland
CUST03683,11/3/1979,Female,Copenhagen,Denmark
CUST03684,6/24/1980,Male,Valencia,Spain
CUST03686,1/17/1964,Female,Rome,Italy
CUST03687,11/3/1981,Female,London,United Kingdom
CUST03688,5/11/1991,Male,Vienna,Austria
CUST03689,8/29/2004,Female,Prague,Czech Republic
CUST03690,1/17/1999,Female,Istanbul,Turkey
CUST03691,6/2/1994,Male,Cologne,Germany
CUST03692,8/14/2004,Male,Paris,France
CUST03693,3/5/1996,Female,Vienna,Austria
CUST03695,2/12/1997,Male,London,United Kingdom
CUST03698,1/5/1977,Male,Oslo,Norway
CUST03699,7/7/1977,Female,Barcelona,Spain
CUST03700,2/18/1991,Other,Istanbul,Turkey
CUST03701,11/6/2001,Female,Ankara,Turkey
CUST03702,9/30/1994,Female,London,United Kingdom
CUST03703,9/24/1981,Other,Rotterdam,Netherlands
CUST03705,4/9/1994,Female,Marseille,France
CUST03706,8/18/1995,Female,Istanbul,Turkey
CUST03707,12/28/1996,Male,Rotterdam,Netherlands
CUST03708,1/12/1999,Female,Birmingham,United Kingdom
CUST03710,7/8/1969,Male,Berlin,Germany
CUST03711,2/10/2006,Male,Budapest,Hungary
CUST03712,3/26/1960,Female,London,United Kingdom
CUST03713,5/5/1997,Male,Amsterdam,Netherlands
CUST03714,8/6/1982,Male,Brussels,Belgium
CUST03715,12/27/1950,Female,London,United Kingdom
CUST03716,11/8/1986,Female,Valencia,Spain
CUST03717,4/20/1974,Female,London,United Kingdom
CUST03718,6/8/1987,Female,Amsterdam,Netherlands
CUST03720,12/15/1973,Female,Bergen,Norway
CUST03721,8/10/1978,Other,Izmir,Turkey
CUST03722,8/15/1979,Male,Copenhagen,Denmark
CUST03723,11/19/1975,Male,Zurich,Switzerland
CUST03724,9/9/1972,Female,Madrid,Spain
CUST03725,9/24/1986,Female,Lyon,France
CUST03726,12/25/2001,Male,London,United Kingdom
CUST03727,7/27/1996,Female,London,United Kingdom
CUST03728,11/2/1986,Male,Vienna,Austria
CUST03729,7/9/1989,Female,London,United Kingdom
CUST03730,5/11/1963,Male,Milan,Italy
CUST03731,7/11/1999,Female,Krakow,Poland
CUST03732,2/23/1972,Female,Prague,Czech Republic
CUST03733,8/26/1989,Male,Budapest,Hungary
CUST03734,2/7/2001,Male,Naples,Italy
CUST03735,5/11/1940,Female,London,United Kingdom
CUST03737,7/27/2000,Female,Copenhagen,Denmark
CUST03738,7/20/2002,Female,Rome,Italy
CUST03739,2/6/1985,Female,Rome,Italy
CUST03740,1/19/1993,Other,Munich,Germany
CUST03741,2/26/1985,Female,Marseille,France
CUST03742,9/5/1990,Female,Toulouse,France
CUST03743,8/7/1979,Female,Berlin,Germany
CUST03744,7/18/2003,Male,London,United Kingdom
CUST03745,2/26/1994,Male,Warsaw,Poland
CUST03746,4/9/1965,Female,London,United Kingdom
CUST03747,3/28/1952,Female,Antwerp,Belgium
CUST03748,3/15/1999,Female,Amsterdam,Netherlands
CUST03749,11/2/2003,Other,Munich,Germany
CUST03750,10/11/1993,Female,Copenhagen,Denmark
CUST03751,9/28/1984,Female,Ankara,Turkey
CUST03752,10/6/2006,Female,Ankara,Turkey
CUST03753,4/29/2001,Male,Krakow,Poland
CUST03754,7/11/2000,Male,Milan,Italy
CUST03755,2/20/1998,Female,Izmir,Turkey
CUST03756,1/15/2005,Female,Amsterdam,Netherlands
CUST03757,8/25/1996,Male,Lisbon,Portugal
CUST03758,7/19/1985,Female,Amsterdam,Netherlands
CUST03759,3/17/1993,Male,Birmingham,United Kingdom
CUST03760,6/14/2003,Female,Turin,Italy
CUST03762,2/26/1981,Female,Zurich,Switzerland
CUST03763,7/18/1991,Female,Amsterdam,Netherlands
CUST03765,11/10/1997,Female,Hamburg,Germany
CUST03767,12/16/1971,Female,Paris,France
CUST03768,1/28/1955,Male,Rotterdam,Netherlands
CUST03769,5/28/1996,Male,London,United Kingdom
CUST03770,8/13/1987,Female,Milan,Italy
CUST03771,10/26/1991,Male,Paris,France
CUST03772,1/25/1990,Male,Zurich,Switzerland
CUST03773,3/8/1957,Male,Paris,France
CUST03774,12/6/1990,Female,Warsaw,Poland
CUST03775,4/24/1999,Male,Copenhagen,Denmark
CUST03776,7/26/1998,Other,Brussels,Belgium
CUST03779,6/23/1995,Male,Lyon,France
CUST03780,10/20/1996,Male,London,United Kingdom
CUST03781,2/18/1961,Other,Paris,France
CUST03782,5/3/1970,Female,Prague,Czech Republic
CUST03783,2/20/1993,Female,Naples,Italy
CUST03784,6/2/1986,Male,Stockholm,Sweden
CUST03785,7/21/1998,Female,Stockholm,Sweden
CUST03786,11/25/1999,Female,Prague,Czech Republic
CUST03787,10/4/1964,Male,Istanbul,Turkey
CUST03788,7/26/2005,Male,London,United Kingdom
CUST03789,9/16/1976,Male,London,United Kingdom
CUST03790,8/5/2002,Male,Berlin,Germany
CUST03791,8/21/1990,Female,London,United Kingdom
CUST03792,5/9/1963,Female,Oslo,Norway
CUST03793,11/25/2001,Male,Amsterdam,Netherlands
CUST03794,9/23/1998,Male,Berlin,Germany
CUST03795,5/13/1992,Female,Warsaw,Poland
CUST03797,3/27/1996,Female,Stockholm,Sweden
CUST03799,9/28/1987,Male,Prague,Czech Republic
CUST03800,6/8/1979,Other,London,United Kingdom
CUST03801,8/20/1996,Female,Toulouse,France
CUST03802,9/7/1992,Male,Amsterdam,Netherlands
CUST03803,10/23/1997,Male,London,United Kingdom
CUST03804,5/20/1997,Female,London,United Kingdom
CUST03805,5/5/2007,Female,Istanbul,Turkey
CUST03806,9/21/1986,Female,Prague,Czech Republic
CUST03807,11/19/1995,Male,Ankara,Turkey
CUST03812,11/16/2003,Female,Vienna,Austria
CUST03813,5/23/1996,Female,Oslo,Norway
CUST03814,9/2/2000,Female,Brussels,Belgium
CUST03815,6/28/1997,Female,Paris,France
CUST03817,1/7/1990,Female,Prague,Czech Republic
CUST03818,4/10/1989,Female,Warsaw,Poland
CUST03819,11/11/2002,Female,Hamburg,Germany
CUST03820,1/23/2000,Male,Krakow,Poland
CUST03821,8/1/1974,Female,Brussels,Belgium
CUST03822,12/9/1981,Female,Rome,Italy
CUST03823,10/17/2002,Male,Vienna,Austria
CUST03825,2/4/1996,Female,Berlin,Germany
CUST03826,5/3/1995,Male,Antwerp,Belgium
CUST03827,5/27/1993,Male,Prague,Czech Republic
CUST03828,11/1/1988,Female,Munich,Germany
CUST03829,12/17/2006,Male,Paris,France
CUST03831,7/18/2002,Male,Istanbul,Turkey
CUST03832,3/3/1974,Male,Lisbon,Portugal
CUST03833,12/13/1948,Female,Seville,Spain
CUST03834,3/16/1968,Female,Manchester,United Kingdom
CUST03836,11/1/1999,Male,Brussels,Belgium
CUST03837,11/23/2000,Male,Birmingham,United Kingdom
CUST03838,11/21/1965,Female,Prague,Czech Republic
CUST03839,8/13/2004,Female,Paris,France
CUST03842,5/15/1995,Other,Krakow,Poland
CUST03843,3/1/1983,Male,Berlin,Germany
CUST03844,9/13/1978,Male,Paris,France
CUST03845,10/18/1985,Male,Istanbul,Turkey
CUST03846,9/23/1972,Female,Milan,Italy
CUST03847,5/2/1992,Female,Paris,France
CUST03848,8/5/2006,Male,Madrid,Spain
CUST03849,9/2/1993,Male,Seville,Spain
CUST03850,6/17/2004,Female,Amsterdam,Netherlands
CUST03851,4/15/1966,Other,Berlin,Germany
CUST03853,7/4/1999,Male,Manchester,United Kingdom
CUST03854,9/25/1995,Female,Rome,Italy
CUST03856,6/29/1992,Male,Istanbul,Turkey
CUST03857,10/13/1991,Male,Amsterdam,Netherlands
CUST03858,1/17/1969,Female,Manchester,United Kingdom
CUST03859,8/13/1992,Female,Ankara,Turkey
CUST03860,12/9/1995,Female,Lyon,France
CUST03861,3/7/1999,Male,Prague,Czech Republic
CUST03862,5/29/1992,Female,Brussels,Belgium
CUST03863,6/27/1995,Female,Prague,Czech Republic
CUST03866,5/21/1998,Male,Paris,France
CUST03867,4/25/1993,Female,London,United Kingdom
CUST03868,10/7/1995,Male,Amsterdam,Netherlands
CUST03869,8/13/1961,Female,Gdansk,Poland
CUST03870,10/4/1984,Female,Budapest,Hungary
CUST03872,12/31/1980,Female,Birmingham,United Kingdom
CUST03873,6/21/2003,Male,Istanbul,Turkey
CUST03874,8/28/1982,Male,Warsaw,Poland
CUST03875,8/4/1990,Female,Tampere,Finland
CUST03877,5/30/1983,Female,Rotterdam,Netherlands
CUST03878,3/22/1987,Other,London,United Kingdom
CUST03879,11/1/1998,Male,Rome,Italy
CUST03880,2/16/2003,Female,London,United Kingdom
CUST03881,9/1/1967,Male,Madrid,Spain
CUST03883,10/6/1999,Female,London,United Kingdom
